razao	cliente	bairro	cidade	uf	pre	logradouro	numero	cep	endereco	Latitude	Longitude	Endereco Formatado
Carneiro Casa & Construção Ltda	Carneiro Casa & Construção	P Vivaldi L Ribeiro	Poços de Caldas	MG	Av	Ver Edmundo Cardillo	2777	37706106	Av. Ver Edmundo Cardillo, 2777 - P Vivaldi L Ribeiro, Poços de Caldas - Poços de Caldas, Brasil	-21,8141272	-46,555397	Avenida Vereador Edmundo Cardillo, 3608 - Parque Vivaldi Leite Ribeiro, Poços de Caldas - MG, 37706-106, Brazil
Caroatá Home Center Ltda	Caroatá Home Center Ltda	Centro	Gravatá	PE	R	Gov Agamenon Magalhães	572	55645120	R. Gov Agamenon Magalhães, 572 - Centro, Gravatá - Gravatá, Brasil	-8,1966671	-35,5562712	Av. Agamenon Magalhães, 572 - Prado, Gravatá - PE, Brazil
Carra & Souza Ltda ME	Carra & Souza	Centro	Laranjeiras do Sul	PR	R	Mal Candido Rondon	1925	85301060	R. Mal Candido Rondon, 1925 - Centro, Laranjeiras do Sul - Laranjeiras do Sul, Brasil	-25,4162131	-52,4220257	R. Mal. Cândido Rondon, 1925 - Centro, Laranjeiras do Sul - PR, 85301-060, Brazil
Carrera e Roriz Mat Constr Ltda ME	Carrera E Roriz Mat Constr	Jd. São José	Leme	SP	Av	Dr Herminio Ometto 	2499	13610760	Av. Dr Herminio Ometto , 2499 - Jd. São José, Leme - Leme, Brasil	-22,2030429	-47,3903933	Av. Dr. Hermínio Ometto, 2499 - Jardim Sao Jose, Leme - SP, Brazil
Carretão Materiais para Construção Ltda	Carretão Materiais para Constr	Jd Itapark	Mauá	SP	Av	Itapark	2695	9350000	Av. Itapark, 2695 - Jd Itapark, Mauá - Mauá, Brasil	-23,6836484	-46,4391927	Av. Itapark, 2695 - Jardim Itapark, Mauá - SP, 09350-000, Brazil
Carteplan Encartelados E Mat Constr Ltda	Carteplan Encartelados E Mat Constr Ltda	Lago Norte	Brasília	DF	NULL	Shin Centro De Atividade 11 Lt	8	71503511	NULL. Shin Centro De Atividade 11 Lt, 08 - Lago Norte, Brasília - Brasília, Brasil			
Caruaru Metais Ltda	Caruaru Metais - Santa Rosa	Santa Rosa	Caruaru	PE	R	José Marques Fontes	50	55026530	R. José Marques Fontes, 50 - Santa Rosa, Caruaru - Caruaru, Brasil	-8,299429	-35,9593904	R. José Marquês Fontes, 50 - Santa Rosa, Caruaru - PE, 55026-530, Brazil
Caruso Materiais para Construções Ltda Me	Caruso Mat Constr Ltda	Boqueirão	Santos	SP	R	Pindorama 	10	11045530	R. Pindorama , 10 - Boqueirão, Santos - Santos, Brasil	-23,9689797	-46,3278637	R. Pindorama, 10 - Boqueirão, Santos - SP, 11045-530, Brazil
Carvalho Casa Nova Ltda ME	Carvalho Casa Nova Ltda ME	Georger Oeterer	Iperó	SP	Av	Georger Oeterer	11	18560000	Av. Georger Oeterer, 11 - Georger Oeterer, Iperó - Iperó, Brasil			
Carvalho e Reis Indústria e Comércio Ltda	Carvalho e Reis	Centro	Feira de Santana	BA	R	Barão de Cotegipe	1663	44002135	R. Barão de Cotegipe, 1663 - Centro, Feira de Santana - Feira de Santana, Brasil	-12,2490866	-38,9627329	R. Barão de Cotegipe, 1663 - Centro, Feira de Santana - BA, Brazil
Carvalho Nunes Materiais de Construção Ltda	Casa da Construção	Centro	Araripina	PE	Av	Antonio de Barros Muniz	104	56280000	Av. Antonio de Barros Muniz, 104 - Centro, Araripina - Araripina, Brasil	-7,5778259	-40,4984893	Av. Antônio de Barros Muniz, 104, Araripina - PE, 56280-000, Brazil
Carvalho Rodrigues Lima Com de Tintas Ltda Me	Carvalho R Lima Com Tintas	Pq. Novo Oratório	Santo André	SP	Av	Araucária	1399	9251040	Av. Araucária, 1399 - Pq. Novo Oratório, Santo André - Santo André, Brasil	-23,6313609	-46,5035559	Av. Araucária, 1399 - Parque Oratorio, Santo André - SP, 09251-040, Brazil
Casa & Construção Braizinho de Cambuí Ltda	Casa & Const B Cambui- Rede - MG - Const	Jd. Ana Maria	Cambuí	MG	R	São Pedro	221	37600000	R. São Pedro, 221 - Jd. Ana Maria, Cambuí - Cambuí, Brasil			
Casa A Santos Pisos Mat Construção Eireli Epp	Casa A Santos Pisos Mat Constr	Vl. Carrão	São Paulo	SP	Av	Conselheiro Carrão	2115	3403002	Av. Conselheiro Carrão, 2115 - Vl. Carrão, São Paulo - São Paulo, Brasil	-23,547058	-46,5406623	Av. Conselheiro Carrão, 2115 - Vila Carrao, São Paulo - SP, Brazil
Casa Amarela Materiais p/ Construção Ltda ME	Casa Amarela Mat Construção	Centro	Paraguaçu Paulista	SP	R	Santos Dumont 	333	19700000	R. Santos Dumont , 333 - Centro, Paraguaçu Paulista - Paraguaçu Paulista, Brasil	-22,4119389	-50,5754054	R. Santos Dumont, 333 - Centro, Paraguaçu Paulista - SP, 19700-000, Brazil
Casa Atlântico Mat de Construção Ltda EPP	Lojão Atlântico	Vilas do Atlântico	Lauro de Freitas	BA	Estr	do Coco	S/N	42700000	Estr. do Coco, S/N - Vilas do Atlântico, Lauro de Freitas - Lauro de Freitas, Brasil	-12,8793612	-38,3115926	Estrada do Côco, Lauro de Freitas - BA, Brazil
Casa Barbosa Comercial Ltda EPP	Casa Barbosa	Centro	Russas	CE	Av	Coronel Araujo Lima	952	62900000	Av. Coronel Araujo Lima, 952 - Centro, Russas - Russas, Brasil	-4,9381883	-37,9747255	Av. Cel. Araújo Lima, 952 - Centro, Russas - CE, 62900-000, Brazil
Casa Bela Materiais de Construção Ltda Me	Casa Bela Mat Constr Ltda Me	Pq. das Árvores	Araras	SP	R	Emilío Pacagnella	496	13604173	R. Emilío Pacagnella, 496 - Pq. das Árvores, Araras - Araras, Brasil			
Casa Belo Construções Ltda ME	Casa Belo Construções	Cidade Montesa	Campo Belo	MG	Av	José Gibram	295	37270000	Av. José Gibram, 295 - Cidade Montesa, Campo Belo - Campo Belo, Brasil	-20,9060753	-45,2667728	Av. Estados Unidos, 295 - Cidade Montesa, Campo Belo - MG, 37270-000, Brazil
Casa Botelho Mat Constr Ltda ME	Casa Botelho Materiais para  Construção	Vl.Matilde	São Paulo	SP	Av	Waldemar Carlos Pereira	2144	3533002	Av. Waldemar Carlos Pereira, 2144 - Vl.Matilde, São Paulo - São Paulo, Brasil	-23,5495577	-46,5088354	Av. Waldemar Carlos Pereira, 2144 - Vila Talarico, São Paulo - SP, 03533-003, Brazil
Casa Branca Comercial e Construtora Eireli ME	Casa Branca Comercial	Vl Nova Sorocaba	Sorocaba	SP	Av	Ipanema	3610	18070671	Av. Ipanema, 3610 - Vl Nova Sorocaba, Sorocaba - Sorocaba, Brasil	-23,4653116	-47,4955854	Av. Ipanema, 3610 - Jardim Novo Horizonte, Sorocaba - SP, Brazil
Casa California de Hidraulicos Ltda Me	Casa California Hidr Ltda	Santo Amaro	São Paulo	SP	Av	Pres Joao Goulart 	391	4821010	Av. Pres Joao Goulart , 391 - Santo Amaro, São Paulo - São Paulo, Brasil	-23,4195528	-47,4896849	R. Pres João Goulart (21), 391, Sorocaba - SP, Brazil
Casa Center Materiais para Construção Ltda ME	Casa Center Mat Constr Ltda	Santa Luzia	Ribeirão Pires	SP	Av	Francisco Monteiro 	3831	9400310	Av. Francisco Monteiro , 3831 - Santa Luzia, Ribeirão Pires - Ribeirão Pires, Brasil	-23,6985764	-46,3963924	Av. Francisco Monteiro, 2538 - Santa Luzia, Ribeirão Pires - SP, 09431-000, Brazil
Casa Combate Com de Ferragens e Tintas Ltda	Casa Combate	Centro	Arcoverde	PE	R	Alcides Cursino	50	56506530	R. Alcides Cursino, 50 - Centro, Arcoverde - Arcoverde, Brasil	-8,4192055	-37,057639	R. Alcídes Cursino, 50 - Centro, Arcoverde - PE, 56506-530, Brazil
Casa Conrado Materiais Construção Ltda ME	Casa Conrado Mat Constr Ltda	Pq. dos Camargos	Barueri	SP	Av	Zélia	140	6436000	Av. Zélia, 140 - Pq. dos Camargos, Barueri - Barueri, Brasil	-23,5335179	-46,891292	Av. Zélia, 140 - Parque dos Camargos, Barueri - SP, 06436-000, Brazil
Casa Coradi Materiais de  Construção Ltda EPP	Casa Coradi Mat Constr Ltda EPP	Centro	Dois Córregos	SP	R	13 de Maio	1038	17300000	R. 13 de Maio, 1038 - Centro, Dois Córregos - Dois Córregos, Brasil	-22,3694948	-48,3865396	R. Treze de Maio, 1038, Dois Córregos - SP, 17300-000, Brazil
Casa D Agua Mat Construção de Americana Ltda	Casa D Agua Mat Constr Americana Ltda.	Santa Candida	Campinas	SP	R	Lauro Vannucci	340	13087548	R. Lauro Vannucci, 340 - Santa Candida, Campinas - Campinas, Brasil	-22,8469259	-47,0447472	Rua Lauro Vannucci, 340 - Fazenda Santa Cândida, Campinas - SP, 13087-548, Brazil
Casa da Construção de Lavras Ltda ME	Casa da Constr de Lavras-Rede-MG-G Minas	Centro	Lavras	MG	R	Comendador José Esteves	35	37200000	R. Comendador José Esteves, 35 - Centro, Lavras - Lavras, Brasil	-21,2341058	-44,9973343	R. Comendador José Esteves, 35 - Centro, Lavras - MG, 37200-000, Brazil
Casa da Construção Jacobina Ltda ME	Casa da Construção	Centro	Jacobina	BA	Av	Orlando Oliveira Pires 	1200-A	44700000	Av. Orlando Oliveira Pires , 1200-A - Centro, Jacobina - Jacobina, Brasil	-11,1803977	-40,520246	Av. Orlando Oliveira Pires, 1200 - Índios, Jacobina - BA, 44700-000, Brazil
Casa Das Construções Ltda EPP	Casa das Construções	Itaim Bibi	São Paulo	SP	R	Joaquim Floriano	273	4534000	R. Joaquim Floriano, 273 - Itaim Bibi, São Paulo - São Paulo, Brasil	-23,5841626	-46,672683	R. Joaquim Floriano, 273 - Itaim Bibi, São Paulo - SP, 04534-010, Brazil
Casa das Ferragens Manzotti Ltda Epp	Casa Ferr Manzotti Ltda Epp	Centro	Nova Esperança	PR	Av	14 de Dezembro	778	87600000	Av. 14 de Dezembro, 778 - Centro, Nova Esperança - Nova Esperança, Brasil	-23,1821467	-52,2058082	Av. Quatorze de Dezembro, 778, Nova Esperança - PR, 87600-000, Brazil
Casa das Tintas de Pres Epitácio Ltda Epp	Casa Tintas Pres Epitácio Ltda	Centro	Presidente Epitácio	SP	Av	Pres Vargas	15 55	19470000	Av. Pres Vargas, 15 55 - Centro, Presidente Epitácio - Presidente Epitácio, Brasil	-21,7628235	-52,104493	Av. Pres. Vargas, 1-55, Pres. Epitácio - SP, 19470-000, Brazil
Casa das Tintas Ferrão Ltda Epp	Casa das Tintas Ferrão Ltda	Centro	Cruzeiro	SP	Av	Nesralla Rubez	659	12701000	Av. Nesralla Rubez, 659 - Centro, Cruzeiro - Cruzeiro, Brasil	-22,5769797	-44,9593671	Av. Nesralla Rubez, 659 - Centro, Cruzeiro - SP, Brazil
Casa das Tintas Ltda	Casa das Tintas - Poço	Poço	Maceió	AL	Av	Comendador Leão	1346	57025000	Av. Comendador Leão, 1346 - Poço, Maceió - Maceió, Brasil	-9,6586054	-35,7230822	Av. Comendador Leão, 1346 - Poço, Maceió - AL, 57025-000, Brazil
Casa das Tintas São Jorge Ltda ME	Casa das Tintas São Jorge	Vl.Amorim	Suzano	SP	Av	Brasilia	397	8610100	Av. Brasilia, 397 - Vl.Amorim, Suzano - Suzano, Brasil	-23,541637	-46,2994136	Av. Brasília, 397 - Vila Amorim, Suzano - SP, 08610-100, Brazil
Casa de Ferragens J S Ltda EPP	Casa de Ferragens J S Ltda	Conj. Humaitá	São Vicente	SP	R	Dr Jose Singer 	623	11340000	R. Dr Jose Singer , 623 - Conj. Humaitá, São Vicente - São Vicente, Brasil	-23,9498288	-46,4586609	Av. José Singer, 623 - Humaitá, São Vicente - SP, Brazil
Casa de Tintas 100 Cores Ltda EPP	Casa Tintas 100 Cores	Jd. das Flores	Osasco	SP	R	Gasperino Lunardi 	559	6110260	R. Gasperino Lunardi , 559 - Jd. das Flores, Osasco - Osasco, Brasil	-23,531729	-46,7925637	R. Gasparino Lunardi, 559 - Jardim das Flores, Osasco - SP, 06114-020, Brazil
Casa de Tintas Jam Ltda EPP	Casa de Tintas Jam Ltda EPP	Centro	Limeira	SP	Av	Saudades	1433	13480070	Av. Saudades, 1433 - Centro, Limeira - Limeira, Brasil	-22,5684543	-47,4086968	Av. Saudades, 1433 - Centro, Limeira - SP, 13480-070, Brazil
Casa de Tintas Lalin Ltda Epp	Casa Tintas Lalin Ltda Epp	Centro	Guarulhos	SP	Av	Paulo Faccini	489	7111000	Av. Paulo Faccini, 489 - Centro, Guarulhos - Guarulhos, Brasil	-23,4670282	-46,5242017	Av. Paulo Faccini, 489 - Macedo, Guarulhos - SP, Brazil
Casa de Tintas Manolo Ltda EPP	Casa Tintas Manolo	Tremembé	São Paulo	SP	R	Maria Amalia L Azevedo	987	2350000	R. Maria Amalia L Azevedo, 987 - Tremembé, São Paulo - São Paulo, Brasil	-23,4578624	-46,6159858	R. Maria Amália Lopes Azevedo, 987 - Vila Albertina, São Paulo - SP, 02350-002, Brazil
Casa De Tintas Tinti Ltda Me	Casa De Tintas Tinti	Jd. Brasil	São Paulo	SP	Av	Jardim Japao 	247	2221000	Av. Jardim Japao , 247 - Jd. Brasil, São Paulo - São Paulo, Brasil	-23,4876479	-46,5772172	Av. Jardim Japão, 247 - Jardim Brasil (Zona Norte), São Paulo - SP, Brazil
Casa do Construtor  Materiais Construção Ltda	Casa Do Construtor E Mat Constr Ltda	Jacarepaguá	Rio de Janeiro	RJ	Estr	Dos Bandeirantes	384	22710112	Estr. Dos Bandeirantes, 384 - Jacarepaguá, Rio de Janeiro - Rio de Janeiro, Brasil	-22,9267473	-43,3738826	Estr. dos Bandeirantes, 384 - Taquara, Rio de Janeiro - RJ, Brazil
Casa do Construtor Bastos Ltda EPP	Casa Do Constr-Rede-SP-Grupo Construsete	Centro	Bastos	SP	R	7 de Setembro	536	17690000	R. 7 de Setembro, 536 - Centro, Bastos - Bastos, Brasil	-21,9262362	-50,7346326	R. Sete de Setembro, 536 - Centro, Bastos - SP, 17690-000, Brazil
Casa do Construtor de Congonhal Ltda Me	Casa do Construtor de Congonhal	Centro	Congonhal	MG	Rod	BR 459	57	37557000	Rod. BR 459, 57 - Centro, Congonhal - Congonhal, Brasil	-22,1502853	-46,036904	BR-459, 57, Congonhal - MG, 37557-000, Brazil
Casa do Eletricista Com e Construção Ltda	Casa do Eletricista	Gov A M Duarte D Ind	Boa Vista	RR	Av	das Indústrias	592	69315262	Av. das Indústrias, 592 - Gov A M Duarte D Ind, Boa Vista - Boa Vista, Brasil			
Casa do Impermeabilizante Ltda	Casa do Impermeabilizante	D. Pedro ll	Belo Horizonte	MG	R	Magnolia	637	31230060	R. Magnolia, 637 - D. Pedro ll, Belo Horizonte - Belo Horizonte, Brasil	-19,9069209	-43,9621343	R. Magnólia, 637 - Alto Caiçaras, Belo Horizonte - MG, 31230-060, Brazil
Casa do Impermeabilizante Ltda               	Casimper	Ipsep	Recife	PE	Av	Recife	1277	50860000	Av. Recife, 1277 - Ipsep, Recife - Recife, Brasil	-8,1195005	-34,9209688	Av. Recife, 1277 - Ibura, Recife - PE, 50110-727, Brazil
Casa do Lojista Atacadista de Mat Constr Ltda	Casa do Lojista Atacadista	Pq. São Jorge	São Paulo	SP	Av	Condessa Elizabeth Robiano	934	3074000	Av. Condessa Elizabeth Robiano, 934 - Pq. São Jorge, São Paulo - São Paulo, Brasil	-23,5279107	-46,56722	Av. Condessa Elizabeth de Robiano, 934 - Parque São Jorge, São Paulo - SP, 03086-035, Brazil
Casa do Lojista Comércio e Importação Ltda	Casa do Lojista Com	Pari	São Paulo	SP	R	Itaqui	355	3029090	R. Itaqui, 355 - Pari, São Paulo - São Paulo, Brasil	-23,5289414	-46,6191112	R. Itaqui, 355 - Canindé, São Paulo - SP, 03029-090, Brazil
Casa dos Construtores Materiais Constr Ltda	Casa dos Construtores Mat Construção	Vl. Celso Mauad	Catanduva	SP	Av	Eng. José Nelson Machado	1489	15812020	Av. Eng. José Nelson Machado, 1489 - Vl. Celso Mauad, Catanduva - Catanduva, Brasil	-21,1449199	-48,9722623	Av. Eng. José Nelson Machado, 1489 - Parque Iracema, Catanduva - SP, Brazil
Casa Duarte Ltda EPP	Casa Duarte	Centro	Poços de Caldas	MG	R	Marechal Deodoro 	457	37701014	R. Marechal Deodoro , 457 - Centro, Poços de Caldas - Poços de Caldas, Brasil	-21,7865078	-46,5601392	R. Mal. Deodoro, 457 - Região Urbana Homogênea IX, Poços de Caldas - MG, Brazil
Casa e Construção Ltda	Casa e Construção	Jd.Cd Universitaria	João Pessoa	PB	R	Walfredo Macedo Brandão	668	58052200	R. Walfredo Macedo Brandão, 668 - Jd.Cd Universitaria, João Pessoa - João Pessoa, Brasil	-7,1587503	-34,8382558	Agência Jardim Cidade Universitária - Rua Walfredo Macedo Brandão, 1139 - Jardim Cidade Universitaria, João Pessoa - PB, 58052-520, Brazil
Casa Eliane Comercio Mat Construção Ltda EPP	Casa Eliane Com Mat Constr	Centro	Socorro	SP	R	Antonio Ferreira Barbosa 	23	13960000	R. Antonio Ferreira Barbosa , 23 - Centro, Socorro - Socorro, Brasil			
Casa Fernandes Materiais para Construção Ltda	Casa Fernandes Mat Construção Ltda.	Jd. Baronesa	Osasco	SP	Av	João Ventura dos Santos	589	6260170	Av. João Ventura dos Santos, 589 - Jd. Baronesa, Osasco - Osasco, Brasil	-23,4994284	-46,7882538	Av. João Ventura dos Santos, 589 - Helena Maria, Osasco - SP, 06260-170, Brazil
Casa Ferr e Chaveiro O Peralta Ltda ME	Casa de Ferragens e Chaveiro O Peralta	Embaré	Santos	SP	Av	Afonso Pena	269	11020001	Av. Afonso Pena, 269 - Embaré, Santos - Santos, Brasil	-23,9633535	-46,3128691	Av. Afonso Pena, 269 - Embaré, Santos - SP, 11020-001, Brazil
Casa Ferragens Tokio Ltda ME	Casa Ferr Tokio Ltda ME	Monte Belo	Itaquaquecetuba	SP	R	Piracicaba 	257	8577290	R. Piracicaba , 257 - Monte Belo, Itaquaquecetuba - Itaquaquecetuba, Brasil	-23,4811136	-46,366066	R. Piracicaba, 257 - Vila Monte Belo, Itaquaquecetuba - SP, 08577-290, Brazil
Casa Ferreira Ferragens Ltda Epp	Casa Ferreira Ferr	Barra da Tijuca	Rio de Janeiro	RJ	Av	Armando Lombardi	431	22640020	Av. Armando Lombardi, 431 - Barra da Tijuca, Rio de Janeiro - Rio de Janeiro, Brasil	-23,0070695	-43,312976	Av. Armando Lombardi, 431 - Barra da Tijuca, Rio de Janeiro - RJ, 22640-020, Brazil
Casa Forte Com Material de Construção Ltda	Construmax	Pq. Manibura	Fortaleza	CE	R	João Alves Albuquerque	415	60821730	R. João Alves Albuquerque, 415 - Pq. Manibura, Fortaleza - Fortaleza, Brasil	-3,7941193	-38,4807182	R. João Alves de Albuquerque, 415 - Parque Manibura, Fortaleza - CE, 60821-730, Brazil
Casa Forte II Com de Mat Construção Ltda EPP	Casa Forte II	Jd. Maria Fernandes	São Paulo	SP	Av	Paulo Guilguer Reimberg	1250	4858570	Av. Paulo Guilguer Reimberg, 1250 - Jd. Maria Fernandes, São Paulo - São Paulo, Brasil	-23,7742805	-46,7066286	Av. Paulo Guilguer Reimberg, 1250 - Jardim Maria Fernandes, São Paulo - SP, 04858-570, Brazil
Casa Franca Ltda	Casa Franca	Res Skaff	Sacramento	MG	Av	Domingos Magnabosco	298	38190000	Av. Domingos Magnabosco, 298 - Res Skaff, Sacramento - Sacramento, Brasil			
Casa Franca Ltda	Casa Franca	Vl.Sao Pedro	Araxá	MG	Av	Damaso Drumond	1025	38183063	Av. Damaso Drumond, 1025 - Vl.Sao Pedro, Araxá - Araxá, Brasil	-19,587417	-46,9336026	Av. Dâmaso Drumond, 1025 - Vila Sao Pedro, Araxá - MG, Brazil
Casa Franca Ltda	Casa Franca	Centro	Araxá	MG	Av	João Moreira Salles	405	38180232	Av. João Moreira Salles, 405 - Centro, Araxá - Araxá, Brasil	-19,6088983	-46,9315269	Av. João Moreira Sáles, 405 - Arasol, Araxá - MG, Brazil
Casa Global Mat de Construção Ltda	Casa Global Mat Construção Ltda	Centro	Curitibanos	SC	R	Cel Vidal Ramos 	1178	89520000	R. Cel Vidal Ramos , 1178 - Centro, Curitibanos - Curitibanos, Brasil	-27,2920266	-50,5771459	Av. Cel. Vidal Ramos, 1178 - Bosque, Curitibanos - SC, 89520-000, Brazil
Casa Ideal Materiais de Construção Ltda	Casa Ideal Materiais de Construção Ltda	Centro	Jacutinga	MG	R	Major Afonso 	40	37590000	R. Major Afonso , 40 - Centro, Jacutinga - Jacutinga, Brasil	-22,2886043	-46,6143041	R. Maj. Afonso, 40, Jacutinga - MG, 37590-000, Brazil
Casa Irmãos Pains Ltda Epp	Casa Irmãos Pains Ltda EPP	Centro	Campina Verde	MG	R	Vinte e Seis	634	38270000	R. Vinte e Seis, 634 - Centro, Campina Verde - Campina Verde, Brasil	-19,5454457	-49,4863408	R. Vinte e Seis, 634, Campina Verde - MG, 38270-000, Brazil
Casa Jair Materiais de Construção Ltda EPP	Casa Jair Mat Constr Ltda Epp	Velha	Blumenau	SC	R	General Osório	2800	89041002	R. General Osório, 2800 - Velha, Blumenau - Blumenau, Brasil	-26,909318	-49,1210974	R. Gen. Osório, 2800 - Velha, Blumenau - SC, Brazil
Casa Jandira de Materiais Construção Ltda Epp	Casa Jandira Materiais Constr Ltda	Centro	Jandira	SP	Av	Dos Vessonis 	40	6622480	Av. Dos Vessonis , 40 - Centro, Jandira - Jandira, Brasil	-23,5289762	-46,9035517	Av. dos Vessoni, 40 - Centro, Jandira - SP, 06600-040, Brazil
Casa Jurado Ltda Me	Casa Jurado Ltda	Gonzaguinha	São Vicente	SP	R	Cândido Rodrigues	68	11320050	R. Cândido Rodrigues, 68 - Gonzaguinha, São Vicente - São Vicente, Brasil	-23,9682046	-46,3793234	R. Cândido Rodrigues, 68 - Centro, São Vicente - SP, 11320-050, Brazil
Casa Lima Comércio Material Constr Ltda Me	Casa Lima Comércio Mat Constr Ltda	Jd. Ana Estela	Carapicuíba	SP	Estr	Da Fazendinha	947	6340000	Estr. Da Fazendinha, 947 - Jd. Ana Estela, Carapicuíba - Carapicuíba, Brasil	-23,5665792	-46,8435828	Estr. Fazendinha, 947 - Pousada dos Bandeirantes, Carapicuíba - SP, Brazil
Casa Lourenço Comércio e  Indústria Ltda	Casa Lourenco Com Ind Ltda	Penha	São Paulo	SP	Av	Gabriela Mistral 	1385	3701012	Av. Gabriela Mistral , 1385 - Penha, São Paulo - São Paulo, Brasil	-23,5088675	-46,5505508	Av. Gabriela Mistral, 1385 - Penha de Franca, São Paulo - SP, Brazil
Casa Malho Com Mat p/ Construção Ltda Epp	Casa Malho Com	Vl.Lopes	Indaiatuba	SP	R	Araguaia	286	13330660	R. Araguaia, 286 - Vl.Lopes, Indaiatuba - Indaiatuba, Brasil	-23,0818752	-47,2208075	R. Araguaia, 286 - Vila Almeida, Indaiatuba - SP, 13330-660, Brazil
Casa Marques Com Mat p/Construção Ltda ME	Casa Marques	Feirinha	Vitória da Conquista	BA	Pc	Abdias Menezes	337	45051185	Pc. Abdias Menezes, 337 - Feirinha, Vitória da Conquista - Vitória da Conquista, Brasil	-14,8575534	-40,8305597	Av. Rosa Cruz, s/n - Candeias, Vitória da Conquista - BA, 45028-045, Brazil
Casa Marques Materiais para Construção Ltda	Casa Marques Mat P/ Constr Ltda.	Centro	Mococa	SP	R	Jose Bonifacio 	653	13730210	R. Jose Bonifacio , 653 - Centro, Mococa - Mococa, Brasil	-21,4653007	-46,9996171	R. José Bonifácio, 653 - Descanso, Mococa - SP, Brazil
Casa Mattos Ltda	Casa Mattos	Nova Era	Juiz de Fora	MG	Av	Dr Simeão de Faria	265	36087450	Av. Dr Simeão de Faria, 265 - Nova Era, Juiz de Fora - Juiz de Fora, Brasil	-21,70082	-43,4274338	Av. Dr. Simeão de Faria, 265 - Santa Cruz, Juiz de Fora - MG, Brazil
Casa Mattos Ltda	Casa Mattos	Santa Clara	Cataguases	MG	Av	Das Indústrias	445	36771396	Av. Das Indústrias, 445 - Santa Clara, Cataguases - Cataguases, Brasil	-21,4119157	-42,681772	R. das Indústrias, 445, Cataguases - MG, Brazil
Casa Medeiros Comércio de Materiais	Casa Medeiros	Centro	Irecê	BA	R	Durval Soares	S/N	44900000	R. Durval Soares, S/N - Centro, Irecê - Irecê, Brasil			
Casa Mimosa Hidraulica e Acabamentos Ltda	Casa Mimosa Hidraulica  Acabamentos Ltda	Vl. Carrão	São Paulo	SP	Av	Dezenove de Janeiro	391	3449000	Av. Dezenove de Janeiro, 391 - Vl. Carrão, São Paulo - São Paulo, Brasil	-23,5558105	-46,5256397	Av. Dezenove de Janeiro, 391 - Vila Carrao, São Paulo - SP, Brazil
